workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
409,751,1,0,06/12/11,06/23/11,06/23/11,97,06/23/11
410,773,1,0,06/12/11,06/23/11,06/23/11,118,06/23/11
411,516,1,0,06/12/11,06/23/11,06/23/11,117,06/23/11
412,519,2,0,06/12/11,06/23/11,06/23/11,105,06/23/11
413,717,1,0,06/12/11,06/22/11,06/23/11,18,06/22/11
414,719,1,0,06/12/11,06/22/11,06/23/11,31,06/22/11
415,740,1,0,06/12/11,06/22/11,06/23/11,111,06/22/11
416,807,3,0,06/12/11,06/23/11,06/23/11,79,06/23/11
417,810,1,0,06/12/11,06/23/11,06/23/11,4,06/23/11
418,813,2,0,06/12/11,06/23/11,06/23/11,88,06/23/11
419,817,1,0,06/12/11,06/23/11,06/23/11,104,06/23/11
420,820,2,0,06/12/11,06/23/11,06/23/11,94,06/23/11
421,825,1,0,06/12/11,06/23/11,06/23/11,97,06/23/11
422,828,2,0,06/12/11,06/23/11,06/23/11,40,06/23/11
423,894,3,0,06/12/11,06/23/11,06/23/11,79,06/23/11
424,945,3,0,06/12/11,06/23/11,06/23/11,31,06/23/11
425,951,3,0,06/12/11,06/23/11,06/23/11,45,06/23/11
426,996,3,0,06/12/11,06/23/11,06/23/11,116,06/23/11
427,3,30,0,06/12/11,06/22/11,06/23/11,46,06/22/11
428,324,6,0,06/12/11,06/22/11,06/23/11,10,06/22/11
429,327,3,0,06/12/11,06/22/11,06/23/11,74,06/22/11
430,328,2,0,06/12/11,06/22/11,06/23/11,28,06/22/11
431,329,4,0,06/12/11,06/22/11,06/23/11,32,06/22/11
432,398,3,0,06/12/11,06/22/11,06/23/11,13,06/22/11
433,399,3,0,06/12/11,06/22/11,06/23/11,76,06/22/11
434,401,6,0,06/12/11,06/22/11,06/23/11,51,06/22/11
435,529,3,0,06/12/11,06/22/11,06/23/11,19,06/22/11
436,532,12,0,06/12/11,06/22/11,06/23/11,116,06/22/11
437,533,3,0,06/12/11,06/22/11,06/23/11,15,06/22/11
438,534,3,0,06/12/11,06/22/11,06/23/11,64,06/22/11
439,804,3,0,06/12/11,06/23/11,06/23/11,83,06/23/11
440,316,6,0,06/12/11,06/22/11,06/23/11,0,06/22/11
441,331,6,0,06/12/11,06/22/11,06/23/11,115,06/22/11
442,350,3,0,06/12/11,06/22/11,06/23/11,75,06/22/11
443,531,3,0,06/12/11,06/22/11,06/23/11,36,06/22/11
444,749,1,0,06/13/11,07/09/11,06/24/11,81,07/09/11
445,750,1,0,06/13/11,07/09/11,06/24/11,80,07/09/11
446,751,2,0,06/13/11,07/09/11,06/24/11,30,07/09/11
447,519,4,0,06/13/11,07/09/11,06/24/11,39,07/09/11
448,717,1,0,06/13/11,06/23/11,06/24/11,100,06/23/11
449,718,1,0,06/13/11,06/23/11,06/24/11,64,06/23/11
450,719,2,0,06/13/11,06/23/11,06/24/11,59,06/23/11
451,807,4,0,06/13/11,07/09/11,06/24/11,38,07/09/11
452,813,4,0,06/13/11,07/09/11,06/24/11,50,07/09/11
453,820,4,0,06/13/11,07/09/11,06/24/11,59,07/09/11
454,828,4,0,06/13/11,07/09/11,06/24/11,54,07/09/11
455,894,4,0,06/13/11,07/09/11,06/24/11,80,07/09/11
456,945,4,0,06/13/11,07/09/11,06/24/11,72,07/09/11
457,951,4,0,06/13/11,07/09/11,06/24/11,117,07/09/11
458,996,4,0,06/13/11,07/09/11,06/24/11,21,07/09/11
459,3,40,0,06/13/11,06/23/11,06/24/11,85,06/23/11
460,324,8,0,06/13/11,06/23/11,06/24/11,72,06/23/11
461,327,4,0,06/13/11,06/23/11,06/24/11,44,06/23/11
462,329,8,0,06/13/11,06/23/11,06/24/11,2,06/23/11
463,398,4,0,06/13/11,06/23/11,06/24/11,5,06/23/11
464,399,4,0,06/13/11,06/23/11,06/24/11,115,06/23/11
465,401,8,0,06/13/11,06/23/11,06/24/11,3,06/23/11
466,529,4,0,06/13/11,06/23/11,06/24/11,110,06/23/11
467,532,16,0,06/13/11,06/23/11,06/24/11,29,06/23/11
468,533,4,0,06/13/11,06/23/11,06/24/11,52,06/23/11
469,534,4,0,06/13/11,06/23/11,06/24/11,56,06/23/11
470,804,4,0,06/13/11,07/09/11,06/24/11,35,07/09/11
471,316,8,0,06/13/11,06/23/11,06/24/11,26,06/23/11
472,331,8,0,06/13/11,06/23/11,06/24/11,35,06/23/11
473,350,4,0,06/13/11,06/23/11,06/24/11,111,06/23/11
474,531,4,0,06/13/11,06/23/11,06/24/11,108,06/23/11
475,749,1,0,06/14/11,06/25/11,06/25/11,105,06/25/11
476,752,1,0,06/14/11,06/25/11,06/25/11,37,06/25/11
477,753,1,0,06/14/11,06/25/11,06/25/11,87,06/25/11
478,774,1,0,06/14/11,06/25/11,06/25/11,24,06/25/11
479,516,1,0,06/14/11,06/25/11,06/25/11,32,06/25/11
480,519,3,0,06/14/11,06/25/11,06/25/11,36,06/25/11
481,717,1,0,06/14/11,06/24/11,06/25/11,56,06/24/11
482,720,1,0,06/14/11,06/24/11,06/25/11,35,06/24/11
483,721,1,0,06/14/11,06/24/11,06/25/11,21,06/24/11
484,741,1,0,06/14/11,06/24/11,06/25/11,62,06/24/11
485,807,4,0,06/14/11,06/25/11,06/25/11,12,06/25/11
486,810,1,0,06/14/11,06/25/11,06/25/11,104,06/25/11
487,813,3,0,06/14/11,06/25/11,06/25/11,96,06/25/11
488,817,1,0,06/14/11,06/25/11,06/25/11,73,06/25/11
489,820,3,0,06/14/11,06/25/11,06/25/11,26,06/25/11
490,825,1,0,06/14/11,06/25/11,06/25/11,17,06/25/11
491,828,3,0,06/14/11,06/25/11,06/25/11,111,06/25/11
492,894,4,0,06/14/11,06/25/11,06/25/11,15,06/25/11
493,945,4,0,06/14/11,06/25/11,06/25/11,39,06/25/11
494,951,4,0,06/14/11,06/25/11,06/25/11,49,06/25/11
495,996,4,0,06/14/11,06/25/11,06/25/11,21,06/25/11
496,3,40,1,06/14/11,06/24/11,06/25/11,111,06/24/11
497,324,8,0,06/14/11,06/24/11,06/25/11,32,06/24/11
498,327,4,0,06/14/11,06/24/11,06/25/11,4,06/24/11
499,328,2,0,06/14/11,06/24/11,06/25/11,89,06/24/11
500,329,6,0,06/14/11,06/24/11,06/25/11,44,06/24/11
501,398,4,0,06/14/11,06/24/11,06/25/11,34,06/24/11
502,399,4,0,06/14/11,06/24/11,06/25/11,52,06/24/11
503,401,8,0,06/14/11,06/24/11,06/25/11,67,06/24/11
504,529,4,0,06/14/11,06/24/11,06/25/11,63,06/24/11
505,532,16,0,06/14/11,06/24/11,06/25/11,119,06/24/11
506,533,4,0,06/14/11,06/24/11,06/25/11,52,06/24/11
507,534,4,0,06/14/11,06/24/11,06/25/11,89,06/24/11
508,804,4,0,06/14/11,06/25/11,06/25/11,93,06/25/11
509,316,8,0,06/14/11,06/24/11,06/25/11,66,06/24/11
510,331,8,0,06/14/11,06/24/11,06/25/11,75,06/24/11
511,350,4,0,06/14/11,06/24/11,06/25/11,118,06/24/11
512,531,4,0,06/14/11,06/24/11,06/25/11,23,06/24/11
513,750,1,0,06/15/11,07/13/11,06/26/11,23,07/13/11
514,751,1,0,06/15/11,07/13/11,06/26/11,67,07/13/11
515,519,2,0,06/15/11,07/13/11,06/26/11,69,07/13/11
516,718,1,0,06/15/11,06/25/11,06/26/11,85,06/25/11
517,719,1,0,06/15/11,06/25/11,06/26/11,120,06/25/11
518,807,2,0,06/15/11,07/13/11,06/26/11,4,07/13/11
519,813,2,0,06/15/11,07/13/11,06/26/11,59,07/13/11
520,820,2,0,06/15/11,07/13/11,06/26/11,80,07/13/11
521,828,2,0,06/15/11,07/13/11,06/26/11,8,07/13/11
522,894,2,0,06/15/11,07/13/11,06/26/11,18,07/13/11
523,945,2,0,06/15/11,07/13/11,06/26/11,61,07/13/11
524,951,2,0,06/15/11,07/13/11,06/26/11,89,07/13/11
525,996,2,0,06/15/11,07/13/11,06/26/11,80,07/13/11
526,3,20,0,06/15/11,06/25/11,06/26/11,76,06/25/11
527,324,4,0,06/15/11,06/25/11,06/26/11,59,06/25/11
528,327,2,0,06/15/11,06/25/11,06/26/11,119,06/25/11
529,329,4,0,06/15/11,06/25/11,06/26/11,72,06/25/11
530,398,2,0,06/15/11,06/25/11,06/26/11,111,06/25/11
531,399,2,0,06/15/11,06/25/11,06/26/11,110,06/25/11
532,401,4,0,06/15/11,06/25/11,06/26/11,62,06/25/11
533,529,2,0,06/15/11,06/25/11,06/26/11,113,06/25/11
534,532,8,0,06/15/11,06/25/11,06/26/11,78,06/25/11
535,533,2,0,06/15/11,06/25/11,06/26/11,64,06/25/11
536,534,2,0,06/15/11,06/25/11,06/26/11,31,06/25/11
537,804,2,0,06/15/11,07/13/11,06/26/11,32,07/13/11
538,316,4,0,06/15/11,06/25/11,06/26/11,114,06/25/11
539,331,4,0,06/15/11,06/25/11,06/26/11,98,06/25/11
540,350,2,0,06/15/11,06/25/11,06/26/11,65,06/25/11
541,531,2,0,06/15/11,06/25/11,06/26/11,50,06/25/11
542,749,1,0,06/16/11,06/27/11,06/27/11,84,06/27/11
543,750,2,0,06/16/11,06/27/11,06/27/11,46,06/27/11
544,752,2,0,06/16/11,06/27/11,06/27/11,88,06/27/11
545,753,2,0,06/16/11,06/27/11,06/27/11,110,06/27/11
546,519,7,0,06/16/11,06/27/11,06/27/11,2,06/27/11
547,717,1,0,06/16/11,06/26/11,06/27/11,97,06/26/11
548,718,2,0,06/16/11,06/26/11,06/27/11,77,06/26/11
549,720,2,0,06/16/11,06/26/11,06/27/11,68,06/26/11
550,721,2,0,06/16/11,06/26/11,06/27/11,106,06/26/11
551,807,7,0,06/16/11,06/27/11,06/27/11,28,06/27/11
552,813,7,0,06/16/11,06/27/11,06/27/11,74,06/27/11
553,820,7,0,06/16/11,06/27/11,06/27/11,86,06/27/11
554,828,7,0,06/16/11,06/27/11,06/27/11,39,06/27/11
555,894,7,0,06/16/11,06/27/11,06/27/11,95,06/27/11
556,945,7,0,06/16/11,06/27/11,06/27/11,111,06/27/11
557,951,7,0,06/16/11,06/27/11,06/27/11,4,06/27/11
558,996,7,0,06/16/11,06/27/11,06/27/11,35,06/27/11
559,3,70,0,06/16/11,06/26/11,06/27/11,68,06/26/11
560,324,14,0,06/16/11,06/26/11,06/27/11,68,06/26/11
561,327,7,0,06/16/11,06/26/11,06/27/11,59,06/26/11
562,329,14,0,06/16/11,06/26/11,06/27/11,106,06/26/11
563,398,7,0,06/16/11,06/26/11,06/27/11,71,06/26/11
564,399,7,0,06/16/11,06/26/11,06/27/11,66,06/26/11
565,401,14,0,06/16/11,06/26/11,06/27/11,27,06/26/11
566,529,7,0,06/16/11,06/26/11,06/27/11,115,06/26/11
567,532,28,0,06/16/11,06/26/11,06/27/11,101,06/26/11
568,533,7,0,06/16/11,06/26/11,06/27/11,4,06/26/11
569,534,7,0,06/16/11,06/26/11,06/27/11,53,06/26/11
570,804,7,0,06/16/11,06/27/11,06/27/11,88,06/27/11
571,316,14,0,06/16/11,06/26/11,06/27/11,112,06/26/11
572,331,14,0,06/16/11,06/26/11,06/27/11,119,06/26/11
573,350,7,0,06/16/11,06/26/11,06/27/11,25,06/26/11
574,531,7,0,06/16/11,06/26/11,06/27/11,83,06/26/11
575,750,1,0,06/17/11,07/17/11,06/28/11,72,07/17/11
576,751,1,0,06/17/11,07/17/11,06/28/11,31,07/17/11
577,765,1,0,06/17/11,07/17/11,06/28/11,85,07/17/11
578,777,1,0,06/17/11,07/17/11,06/28/11,117,07/17/11
579,516,1,0,06/17/11,07/17/11,06/28/11,24,07/17/11
580,517,1,0,06/17/11,07/17/11,06/28/11,81,07/17/11
581,519,2,0,06/17/11,07/17/11,06/28/11,92,07/17/11
582,718,1,0,06/17/11,06/27/11,06/28/11,97,06/27/11
583,719,1,0,06/17/11,06/27/11,06/28/11,42,06/27/11
584,722,1,0,06/17/11,06/27/11,06/28/11,16,06/27/11
585,744,1,0,06/17/11,06/27/11,06/28/11,89,06/27/11
586,806,1,0,06/17/11,07/17/11,06/28/11,22,07/17/11
587,807,3,0,06/17/11,07/17/11,06/28/11,7,07/17/11
588,810,1,0,06/17/11,07/17/11,06/28/11,59,07/17/11
589,811,1,0,06/17/11,07/17/11,06/28/11,66,07/17/11
590,813,2,0,06/17/11,07/17/11,06/28/11,12,07/17/11
591,817,1,0,06/17/11,07/17/11,06/28/11,70,07/17/11
592,818,1,0,06/17/11,07/17/11,06/28/11,80,07/17/11
593,820,2,0,06/17/11,07/17/11,06/28/11,69,07/17/11
594,825,1,0,06/17/11,07/17/11,06/28/11,39,07/17/11
595,826,1,0,06/17/11,07/17/11,06/28/11,16,07/17/11
596,828,2,0,06/17/11,07/17/11,06/28/11,114,07/17/11
597,894,4,0,06/17/11,07/17/11,06/28/11,9,07/17/11
598,945,4,0,06/17/11,07/17/11,06/28/11,9,07/17/11
599,950,1,0,06/17/11,07/17/11,06/28/11,45,07/17/11
600,951,3,0,06/17/11,07/17/11,06/28/11,15,07/17/11
601,994,1,0,06/17/11,07/17/11,06/28/11,23,07/17/11
602,996,3,0,06/17/11,07/17/11,06/28/11,93,07/17/11
603,3,40,0,06/17/11,06/27/11,06/28/11,20,06/27/11
604,324,8,0,06/17/11,06/27/11,06/28/11,49,06/27/11
605,327,4,0,06/17/11,06/27/11,06/28/11,28,06/27/11
606,328,2,0,06/17/11,06/27/11,06/28/11,56,06/27/11
607,329,6,0,06/17/11,06/27/11,06/28/11,98,06/27/11
608,398,4,0,06/17/11,06/27/11,06/28/11,118,06/27/11
609,399,4,0,06/17/11,06/27/11,06/28/11,117,06/27/11
610,400,2,0,06/17/11,06/27/11,06/28/11,105,06/27/11
611,401,6,0,06/17/11,06/27/11,06/28/11,57,06/27/11
612,529,4,0,06/17/11,06/27/11,06/28/11,87,06/27/11
613,532,16,0,06/17/11,06/27/11,06/28/11,71,06/27/11
614,533,4,0,06/17/11,06/27/11,06/28/11,35,06/27/11
615,534,4,0,06/17/11,06/27/11,06/28/11,53,06/27/11
616,802,1,0,06/17/11,07/17/11,06/28/11,114,07/17/11
617,804,3,0,06/17/11,07/17/11,06/28/11,49,07/17/11
618,316,8,0,06/17/11,06/27/11,06/28/11,8,06/27/11
619,331,8,0,06/17/11,06/27/11,06/28/11,109,06/27/11
620,350,4,0,06/17/11,06/27/11,06/28/11,90,06/27/11
621,531,4,0,06/17/11,06/27/11,06/28/11,44,06/27/11
622,749,3,0,06/18/11,06/29/11,06/29/11,50,06/29/11
623,753,1,0,06/18/11,06/29/11,06/29/11,8,06/29/11
624,519,4,0,06/18/11,06/29/11,06/29/11,51,06/29/11
625,717,3,0,06/18/11,06/28/11,06/29/11,114,06/28/11
626,721,1,0,06/18/11,06/28/11,06/29/11,31,06/28/11
627,807,4,0,06/18/11,06/29/11,06/29/11,12,06/29/11
628,813,4,0,06/18/11,06/29/11,06/29/11,97,06/29/11
629,820,4,0,06/18/11,06/29/11,06/29/11,77,06/29/11
630,828,4,0,06/18/11,06/29/11,06/29/11,68,06/29/11
631,894,4,0,06/18/11,06/29/11,06/29/11,73,06/29/11
632,945,4,0,06/18/11,06/29/11,06/29/11,95,06/29/11
633,951,4,0,06/18/11,06/29/11,06/29/11,23,06/29/11
634,996,4,0,06/18/11,06/29/11,06/29/11,36,06/29/11
635,3,40,0,06/18/11,06/28/11,06/29/11,42,06/28/11
636,324,8,0,06/18/11,06/28/11,06/29/11,6,06/28/11
637,327,4,0,06/18/11,06/28/11,06/29/11,72,06/28/11
638,329,8,0,06/18/11,06/28/11,06/29/11,82,06/28/11
639,398,4,0,06/18/11,06/28/11,06/29/11,5,06/28/11
640,399,4,0,06/18/11,06/28/11,06/29/11,81,06/28/11
641,401,8,0,06/18/11,06/28/11,06/29/11,60,06/28/11
642,529,4,0,06/18/11,06/28/11,06/29/11,15,06/28/11
643,532,16,0,06/18/11,06/28/11,06/29/11,46,06/28/11
644,533,4,0,06/18/11,06/28/11,06/29/11,66,06/28/11
645,534,4,0,06/18/11,06/28/11,06/29/11,49,06/28/11
646,804,4,0,06/18/11,06/29/11,06/29/11,94,06/29/11
647,316,8,0,06/18/11,06/28/11,06/29/11,27,06/28/11
648,331,8,0,06/18/11,06/28/11,06/29/11,69,06/28/11
649,350,4,0,06/18/11,06/28/11,06/29/11,20,06/28/11
650,531,4,0,06/18/11,06/28/11,06/29/11,38,06/28/11
651,749,1,0,06/19/11,07/21/11,06/30/11,109,07/21/11
652,752,1,0,06/19/11,07/21/11,06/30/11,12,07/21/11
653,753,1,0,06/19/11,07/21/11,06/30/11,108,07/21/11
654,773,1,0,06/19/11,07/21/11,06/30/11,21,07/21/11
655,516,1,0,06/19/11,07/21/11,06/30/11,111,07/21/11
656,519,3,0,06/19/11,07/21/11,06/30/11,49,07/21/11
657,717,1,0,06/19/11,06/29/11,06/30/11,50,06/29/11
658,720,1,0,06/19/11,06/29/11,06/30/11,51,06/29/11
659,721,1,0,06/19/11,06/29/11,06/30/11,92,06/29/11
660,740,1,0,06/19/11,06/29/11,06/30/11,13,06/29/11
661,807,4,0,06/19/11,07/21/11,06/30/11,0,07/21/11
662,810,1,0,06/19/11,07/21/11,06/30/11,91,07/21/11
663,813,3,0,06/19/11,07/21/11,06/30/11,43,07/21/11
664,817,1,0,06/19/11,07/21/11,06/30/11,27,07/21/11
665,820,3,0,06/19/11,07/21/11,06/30/11,13,07/21/11
666,825,1,0,06/19/11,07/21/11,06/30/11,100,07/21/11
667,828,3,0,06/19/11,07/21/11,06/30/11,70,07/21/11
668,894,4,0,06/19/11,07/21/11,06/30/11,8,07/21/11
669,945,4,0,06/19/11,07/21/11,06/30/11,119,07/21/11
670,951,4,0,06/19/11,07/21/11,06/30/11,114,07/21/11
671,996,4,0,06/19/11,07/21/11,06/30/11,38,07/21/11
672,3,40,0,06/19/11,06/29/11,06/30/11,1,06/29/11
673,324,8,0,06/19/11,06/29/11,06/30/11,68,06/29/11
674,327,4,0,06/19/11,06/29/11,06/30/11,111,06/29/11
675,328,2,0,06/19/11,06/29/11,06/30/11,111,06/29/11
676,329,6,0,06/19/11,06/29/11,06/30/11,70,06/29/11
677,398,4,0,06/19/11,06/29/11,06/30/11,60,06/29/11
678,399,4,0,06/19/11,06/29/11,06/30/11,19,06/29/11
679,401,8,0,06/19/11,06/29/11,06/30/11,62,06/29/11
680,529,4,0,06/19/11,06/29/11,06/30/11,26,06/29/11
681,532,16,0,06/19/11,06/29/11,06/30/11,18,06/29/11
682,533,4,0,06/19/11,06/29/11,06/30/11,63,06/29/11
683,534,4,0,06/19/11,06/29/11,06/30/11,78,06/29/11
684,804,4,0,06/19/11,07/21/11,06/30/11,20,07/21/11
685,316,8,0,06/19/11,06/29/11,06/30/11,13,06/29/11
686,331,8,0,06/19/11,06/29/11,06/30/11,111,06/29/11
687,350,4,0,06/19/11,06/29/11,06/30/11,27,06/29/11
688,531,4,0,06/19/11,06/29/11,06/30/11,55,06/29/11
689,752,1,0,06/20/11,07/02/11,07/01/11,77,07/02/11
690,777,1,0,06/20/11,07/02/11,07/01/11,74,07/02/11
691,516,1,0,06/20/11,07/02/11,07/01/11,118,07/02/11
692,519,1,0,06/20/11,07/02/11,07/01/11,119,07/02/11
693,720,1,0,06/20/11,06/30/11,07/01/11,14,06/30/11
694,744,1,0,06/20/11,06/30/11,07/01/11,24,06/30/11
695,807,2,0,06/20/11,07/02/11,07/01/11,81,07/02/11
696,810,1,0,06/20/11,07/02/11,07/01/11,116,07/02/11
697,813,1,0,06/20/11,07/02/11,07/01/11,79,07/02/11
698,817,1,0,06/20/11,07/02/11,07/01/11,108,07/02/11
699,820,1,0,06/20/11,07/02/11,07/01/11,26,07/02/11
700,825,1,0,06/20/11,07/02/11,07/01/11,119,07/02/11
701,828,1,0,06/20/11,07/02/11,07/01/11,78,07/02/11
702,894,2,0,06/20/11,07/02/11,07/01/11,90,07/02/11
703,945,2,0,06/20/11,07/02/11,07/01/11,15,07/02/11
704,951,2,0,06/20/11,07/02/11,07/01/11,2,07/02/11
705,996,2,0,06/20/11,07/02/11,07/01/11,100,07/02/11
706,3,20,0,06/20/11,06/30/11,07/01/11,26,06/30/11
707,324,4,0,06/20/11,06/30/11,07/01/11,62,06/30/11
708,327,2,0,06/20/11,06/30/11,07/01/11,94,06/30/11
709,328,2,0,06/20/11,06/30/11,07/01/11,31,06/30/11
710,329,2,0,06/20/11,06/30/11,07/01/11,72,06/30/11
711,398,2,0,06/20/11,06/30/11,07/01/11,43,06/30/11
712,399,2,0,06/20/11,06/30/11,07/01/11,86,06/30/11
713,401,4,0,06/20/11,06/30/11,07/01/11,80,06/30/11
714,529,2,0,06/20/11,06/30/11,07/01/11,68,06/30/11
715,532,8,0,06/20/11,06/30/11,07/01/11,116,06/30/11
716,533,2,0,06/20/11,06/30/11,07/01/11,84,06/30/11
717,534,2,0,06/20/11,06/30/11,07/01/11,113,06/30/11
718,804,2,0,06/20/11,07/02/11,07/01/11,18,07/02/11
719,316,4,0,06/20/11,06/30/11,07/01/11,30,06/30/11
720,331,4,0,06/20/11,06/30/11,07/01/11,69,06/30/11
721,350,2,0,06/20/11,06/30/11,07/01/11,49,06/30/11
722,531,2,0,06/20/11,06/30/11,07/01/11,98,06/30/11
723,751,4,0,06/21/11,07/02/11,07/02/11,4,07/02/11
724,752,1,0,06/21/11,07/02/11,07/02/11,53,07/02/11
725,753,1,0,06/21/11,07/02/11,07/02/11,47,07/02/11
726,764,1,0,06/21/11,07/02/11,07/02/11,62,07/02/11
727,774,1,0,06/21/11,07/02/11,07/02/11,100,07/02/11
728,516,1,0,06/21/11,07/02/11,07/02/11,34,07/02/11
729,517,1,0,06/21/11,07/02/11,07/02/11,64,07/02/11
730,519,6,0,06/21/11,07/02/11,07/02/11,73,07/02/11
731,719,4,0,06/21/11,07/01/11,07/02/11,99,07/01/11
732,720,1,0,06/21/11,07/01/11,07/02/11,46,07/01/11
733,721,1,0,06/21/11,07/01/11,07/02/11,71,07/01/11
734,727,1,0,06/21/11,07/01/11,07/02/11,78,07/01/11
735,741,1,0,06/21/11,07/01/11,07/02/11,72,07/01/11
736,806,1,0,06/21/11,07/02/11,07/02/11,81,07/02/11
737,807,7,0,06/21/11,07/02/11,07/02/11,15,07/02/11
738,810,1,0,06/21/11,07/02/11,07/02/11,5,07/02/11
739,811,1,0,06/21/11,07/02/11,07/02/11,0,07/02/11
740,813,6,0,06/21/11,07/02/11,07/02/11,62,07/02/11
741,817,1,0,06/21/11,07/02/11,07/02/11,48,07/02/11
742,818,1,0,06/21/11,07/02/11,07/02/11,7,07/02/11
743,820,6,0,06/21/11,07/02/11,07/02/11,77,07/02/11
744,825,1,0,06/21/11,07/02/11,07/02/11,87,07/02/11
745,826,1,0,06/21/11,07/02/11,07/02/11,98,07/02/11
746,828,6,0,06/21/11,07/02/11,07/02/11,111,07/02/11
747,894,8,0,06/21/11,07/02/11,07/02/11,75,07/02/11
748,945,8,0,06/21/11,07/02/11,07/02/11,17,07/02/11
749,950,1,0,06/21/11,07/02/11,07/02/11,97,07/02/11
750,951,7,0,06/21/11,07/02/11,07/02/11,92,07/02/11
751,994,1,0,06/21/11,07/02/11,07/02/11,3,07/02/11
752,996,7,0,06/21/11,07/02/11,07/02/11,6,07/02/11
753,3,80,0,06/21/11,07/01/11,07/02/11,2,07/01/11
754,324,16,0,06/21/11,07/01/11,07/02/11,18,07/01/11
755,327,8,0,06/21/11,07/01/11,07/02/11,23,07/01/11
756,328,2,0,06/21/11,07/01/11,07/02/11,86,07/01/11
757,329,14,0,06/21/11,07/01/11,07/02/11,114,07/01/11
758,398,8,0,06/21/11,07/01/11,07/02/11,96,07/01/11
759,399,8,0,06/21/11,07/01/11,07/02/11,3,07/01/11
760,400,2,0,06/21/11,07/01/11,07/02/11,82,07/01/11
761,401,14,0,06/21/11,07/01/11,07/02/11,62,07/01/11
762,529,8,0,06/21/11,07/01/11,07/02/11,22,07/01/11
763,532,32,0,06/21/11,07/01/11,07/02/11,9,07/01/11
764,533,8,0,06/21/11,07/01/11,07/02/11,97,07/01/11
765,534,8,0,06/21/11,07/01/11,07/02/11,24,07/01/11
766,802,1,0,06/21/11,07/02/11,07/02/11,66,07/02/11
767,804,7,0,06/21/11,07/02/11,07/02/11,84,07/02/11
768,316,16,0,06/21/11,07/01/11,07/02/11,77,07/01/11
769,331,16,0,06/21/11,07/01/11,07/02/11,105,07/01/11
770,350,8,0,06/21/11,07/01/11,07/02/11,115,07/01/11
771,531,8,0,06/21/11,07/01/11,07/02/11,6,07/01/11
772,750,1,0,06/22/11,07/06/11,07/03/11,73,07/06/11
773,753,1,0,06/22/11,07/06/11,07/03/11,36,07/06/11
774,762,1,0,06/22/11,07/06/11,07/03/11,78,07/06/11
775,772,1,0,06/22/11,07/06/11,07/03/11,7,07/06/11
776,516,1,0,06/22/11,07/06/11,07/03/11,110,07/06/11
777,517,1,0,06/22/11,07/06/11,07/03/11,47,07/06/11
778,519,2,0,06/22/11,07/06/11,07/03/11,11,07/06/11
779,718,1,0,06/22/11,07/02/11,07/03/11,113,07/02/11
780,721,1,0,06/22/11,07/02/11,07/03/11,97,07/02/11
781,725,1,0,06/22/11,07/02/11,07/03/11,47,07/02/11
782,739,1,0,06/22/11,07/02/11,07/03/11,119,07/02/11
783,806,1,0,06/22/11,07/06/11,07/03/11,38,07/06/11
784,807,3,0,06/22/11,07/06/11,07/03/11,40,07/06/11
785,810,1,0,06/22/11,07/06/11,07/03/11,35,07/06/11
786,811,1,0,06/22/11,07/06/11,07/03/11,70,07/06/11
787,813,2,0,06/22/11,07/06/11,07/03/11,108,07/06/11
788,817,1,0,06/22/11,07/06/11,07/03/11,12,07/06/11
789,818,1,0,06/22/11,07/06/11,07/03/11,90,07/06/11
790,820,2,0,06/22/11,07/06/11,07/03/11,19,07/06/11
791,825,1,0,06/22/11,07/06/11,07/03/11,92,07/06/11
792,826,1,0,06/22/11,07/06/11,07/03/11,118,07/06/11
793,828,2,0,06/22/11,07/06/11,07/03/11,76,07/06/11
794,894,4,0,06/22/11,07/06/11,07/03/11,71,07/06/11
795,945,4,0,06/22/11,07/06/11,07/03/11,40,07/06/11
796,950,1,0,06/22/11,07/06/11,07/03/11,30,07/06/11
797,951,3,0,06/22/11,07/06/11,07/03/11,110,07/06/11
798,994,1,0,06/22/11,07/06/11,07/03/11,57,07/06/11
799,996,3,0,06/22/11,07/06/11,07/03/11,112,07/06/11
800,3,40,0,06/22/11,07/02/11,07/03/11,53,07/02/11
801,324,8,0,06/22/11,07/02/11,07/03/11,66,07/02/11
802,327,4,0,06/22/11,07/02/11,07/03/11,44,07/02/11
803,328,2,0,06/22/11,07/02/11,07/03/11,73,07/02/11
804,329,6,0,06/22/11,07/02/11,07/03/11,61,07/02/11
805,398,4,0,06/22/11,07/02/11,07/03/11,102,07/02/11
806,399,4,0,06/22/11,07/02/11,07/03/11,52,07/02/11
807,400,2,0,06/22/11,07/02/11,07/03/11,74,07/02/11
808,401,6,0,06/22/11,07/02/11,07/03/11,37,07/02/11
809,529,4,0,06/22/11,07/02/11,07/03/11,103,07/02/11
810,532,16,0,06/22/11,07/02/11,07/03/11,83,07/02/11
811,533,4,0,06/22/11,07/02/11,07/03/11,119,07/02/11
812,534,4,0,06/22/11,07/02/11,07/03/11,94,07/02/11
813,802,1,0,06/22/11,07/06/11,07/03/11,119,07/06/11
814,804,3,0,06/22/11,07/06/11,07/03/11,51,07/06/11
815,316,8,0,06/22/11,07/02/11,07/03/11,97,07/02/11
816,331,8,0,06/22/11,07/02/11,07/03/11,53,07/02/11
817,350,4,0,06/22/11,07/02/11,07/03/11,44,07/02/11
818,531,4,0,06/22/11,07/02/11,07/03/11,101,07/02/11
